label,recon_error
unknown_attack,1.8419157
synchronization_jitter_attack,1.2098548
combined_attack,0.85231364
phase_drift_attack,0.8508909
wavelength_switching_attack,0.81192786
detector_blinding_attack,0.76927906
reference_light_tamper,0.71559745
asymmetric_loss_attack,0.41764536
normal,0.3790382
